jobCode,team,skill,subSkill,minValue
DHDP1,EPE East,Reporting,Reporting,2
DHDP1,EPE East,Risk Management,Risk Management & Method,1
DHDP1,EPE East,Simplification,Subskill 12,1
DHDP2,EPE East,Adaptability,Subskill 1,3
DHDP2,EPE East,Administrative Knowledge,Subskill 2,3
DHDP2,EPE East,Business Intelligence Tools,Subskill 3,2
DHDP2,EPE East,Communication,Collaboration across BU/Function,3
DHDP2,EPE East,Communication,Responsibility - customer centric,3
DHDP2,EPE East,Customer Orientation,Ownership Accountability,3
DHDP2,EPE East,Database Management,Subskill 5,3
DHDP2,EPE East,Digital Literacy,On boarding Training Path,2
DHDP2,EPE East,Digital Literacy,On boarding plan - Regional path,2
DHDP2,EPE East,Digital Literacy,MLL/Coursera,2
DHDP2,EPE East,Digital Literacy,Teams/Outlook/M365,2
DHDP2,EPE East,Digital Literacy,Spice+,2
DHDP2,EPE East,Digital Literacy,Folder,2
DHDP2,EPE East,Digital Literacy,SEA,2
DHDP2,EPE East,Digital Literacy,bFO,2
DHDP2,EPE East,Digital Literacy,CPS,2
DHDP2,EPE East,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP2,EPE East,Digital Literacy,Who's who,2
DHDP2,EPE East,Digital Literacy,Escalation process,2
DHDP2,EPE East,Digital Literacy,PHR,2
DHDP2,EPE East,Digital Literacy,Career Hub,2
DHDP2,EPE East,Digital Literacy,Achievers,2
DHDP2,EPE East,Document Management System,Subskill 7,3
DHDP2,EPE East,Documentation,Subskill 8,3
DHDP2,EPE East,Personal Productivity,Subskill 8,3
DHDP2,EPE East,Project Management,Change Order Management,2
DHDP2,EPE East,Project Management,Technical Support,2
DHDP2,EPE East,Project Management,NB4 Date Management,2
DHDP2,EPE East,Project Management,APM Certification,2
DHDP2,EPE East,Project Management,PMP Certification,2
DHDP2,EPE East,Project Scheduling,Sales Forecast Accuracy,2
DHDP2,EPE East,Quality Assurance,Subskill 10,2
DHDP2,EPE East,Reporting,Reporting,3
DHDP2,EPE East,Risk Management,Risk Management & Method,1
DHDP2,EPE East,Simplification,Subskill 12,2
DHDP3,EPE East,Adaptability,Subskill 1,3
DHDP3,EPE East,Administrative Knowledge,Subskill 2,2
DHDP3,EPE East,Business Intelligence Tools,Subskill 3,3
DHDP3,EPE East,Communication,Collaboration across BU/Function,4
DHDP3,EPE East,Communication,Responsibility - customer centric,4
DHDP3,EPE East,Customer Orientation,Ownership Accountability,4
DHDP3,EPE East,Database Management,Subskill 5,2
DHDP3,EPE East,Digital Literacy,On boarding Training Path,2
DHDP3,EPE East,Digital Literacy,On boarding plan - Regional path,2
DHDP3,EPE East,Digital Literacy,MLL/Coursera,2
DHDP3,EPE East,Digital Literacy,Teams/Outlook/M365,2
DHDP3,EPE East,Digital Literacy,Spice+,2
DHDP3,EPE East,Digital Literacy,Folder,2
DHDP3,EPE East,Digital Literacy,SEA,2
DHDP3,EPE East,Digital Literacy,bFO,2
DHDP3,EPE East,Digital Literacy,CPS,2
DHDP3,EPE East,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP3,EPE East,Digital Literacy,Who's who,2
DHDP3,EPE East,Digital Literacy,Escalation process,2
DHDP3,EPE East,Digital Literacy,PHR,2
DHDP3,EPE East,Digital Literacy,Career Hub,2
DHDP3,EPE East,Digital Literacy,Achievers,2
DHDP3,EPE East,Document Management System,Subskill 7,4
DHDP3,EPE East,Documentation,Subskill 8,4
DHDP3,EPE East,Personal Productivity,Subskill 8,4
DHDP3,EPE East,Project Management,Change Order Management,3
DHDP3,EPE East,Project Management,Technical Support,3
DHDP3,EPE East,Project Management,NB4 Date Management,3
DHDP3,EPE East,Project Management,APM Certification,3
DHDP3,EPE East,Project Management,PMP Certification,3
DHDP3,EPE East,Project Scheduling,Sales Forecast Accuracy,3
DHDP3,EPE East,Quality Assurance,Subskill 10,3
DHDP3,EPE East,Reporting,Reporting,4
DHDP3,EPE East,Risk Management,Risk Management & Method,2
DHDP3,EPE East,Simplification,Subskill 12,3
DPPP1,MSFT,Analytical Thinking,Problem Solving,2
DPPP1,MSFT,Budgeting,Accounting,1
DPPP1,MSFT,Business Intelligence Tools,Subskill 3,1
DPPP1,MSFT,Communication,Collaboration across BU/Function,2
DPPP1,MSFT,Communication,Responsibility - customer centric,2
DPPP1,MSFT,Consulting,Subskill 4,1
DPPP1,MSFT,Contract Management,Contract Management,1
DPPP1,MSFT,Customer Orientation,Ownership Accountability,2
DPPP1,MSFT,Decision Making,Subskill 6,1
DPPP1,MSFT,Digital Literacy,On boarding Training Path,2
DPPP1,MSFT,Digital Literacy,On boarding plan - Regional path,2
DPPP1,MSFT,Digital Literacy,MLL/Coursera,2
DPPP1,MSFT,Digital Literacy,Teams/Outlook/M365,2
DPPP1,MSFT,Digital Literacy,Spice+,2
DPPP1,MSFT,Digital Literacy,Folder,2
DPPP1,MSFT,Digital Literacy,SEA,2
DPPP1,MSFT,Digital Literacy,bFO,2
DPPP1,MSFT,Digital Literacy,CPS,2
DPPP1,MSFT,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP1,MSFT,Digital Literacy,Who's who,2
DPPP1,MSFT,Digital Literacy,Escalation process,2
DPPP1,MSFT,Digital Literacy,PHR,2
DPPP1,MSFT,Digital Literacy,Career Hub,2
DPPP1,MSFT,Digital Literacy,Achievers,2
DPPP1,MSFT,Financial Management,Financial Acumen,1
DPPP1,MSFT,Operational Efficiency,AI learning & mechanics,2
DPPP1,MSFT,Prioritization,Subskill 9,2
DPPP1,MSFT,Project Management,Change Order Management,2
DPPP1,MSFT,Project Management,Technical Support,2
DPPP1,MSFT,Project Management,NB4 Date Management,2
DPPP1,MSFT,Project Management,APM Certification,2
DPPP1,MSFT,Project Management,PMP Certification,2
DPPP1,MSFT,Reporting,Reporting,1
DPPP1,MSFT,Risk Management,Risk Management & Method,1
DPPP1,MSFT,Safety Regulations,Subskill 11,2
DPPP2,MSFT,Analytical Thinking,Problem Solving,2
DPPP2,MSFT,Budgeting,Accounting,1
DPPP2,MSFT,Communication,Collaboration across BU/Function,2
DPPP2,MSFT,Communication,Responsibility - customer centric,2
DPPP2,MSFT,Consulting,Subskill 4,1
DPPP2,MSFT,Contract Management,Contract Management,1
DPPP2,MSFT,Customer Orientation,Ownership Accountability,2
DPPP2,MSFT,Decision Making,Subskill 6,2
DPPP2,MSFT,Digital Literacy,On boarding Training Path,2
DPPP2,MSFT,Digital Literacy,On boarding plan - Regional path,2
DPPP2,MSFT,Digital Literacy,MLL/Coursera,2
DPPP2,MSFT,Digital Literacy,Teams/Outlook/M365,2
DPPP2,MSFT,Digital Literacy,Spice+,2
DPPP2,MSFT,Digital Literacy,Folder,2
DPPP2,MSFT,Digital Literacy,SEA,2
DPPP2,MSFT,Digital Literacy,bFO,2
DPPP2,MSFT,Digital Literacy,CPS,2
DPPP2,MSFT,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP2,MSFT,Digital Literacy,Who's who,2
DPPP2,MSFT,Digital Literacy,Escalation process,2
DPPP2,MSFT,Digital Literacy,PHR,2
DPPP2,MSFT,Digital Literacy,Career Hub,2
DPPP2,MSFT,Digital Literacy,Achievers,2
DPPP2,MSFT,Financial Management,Financial Acumen,1
DPPP2,MSFT,Operational Efficiency,AI learning & mechanics,2
DPPP2,MSFT,Prioritization,Subskill 9,3
DPPP2,MSFT,Project Management,Change Order Management,2
DPPP2,MSFT,Project Management,Technical Support,2
DPPP2,MSFT,Project Management,NB4 Date Management,2
DPPP2,MSFT,Project Management,APM Certification,2
DPPP2,MSFT,Project Management,PMP Certification,2
DPPP2,MSFT,Reporting,Reporting,1
DPPP2,MSFT,Risk Management,Risk Management & Method,1
DPPP2,MSFT,Safety Regulations,Subskill 11,2
DPPP3,MSFT,Analytical Thinking,Problem Solving,3
DPPP3,MSFT,Budgeting,Accounting,2
DPPP3,MSFT,Communication,Collaboration across BU/Function,3
DPPP3,MSFT,Communication,Responsibility - customer centric,3
DPPP3,MSFT,Consulting,Subskill 4,2
DPPP3,MSFT,Contract Management,Contract Management,2
DPPP3,MSFT,Customer Orientation,Ownership Accountability,3
DPPP3,MSFT,Decision Making,Subskill 6,3
DPPP3,MSFT,Digital Literacy,On boarding Training Path,2
DPPP3,MSFT,Digital Literacy,On boarding plan - Regional path,2
DPPP3,MSFT,Digital Literacy,MLL/Coursera,2
DPPP3,MSFT,Digital Literacy,Teams/Outlook/M365,2
DPPP3,MSFT,Digital Literacy,Spice+,2
DPPP3,MSFT,Digital Literacy,Folder,2
DPPP3,MSFT,Digital Literacy,SEA,2
DPPP3,MSFT,Digital Literacy,bFO,2
DPPP3,MSFT,Digital Literacy,CPS,2
DPPP3,MSFT,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP3,MSFT,Digital Literacy,Who's who,2
DPPP3,MSFT,Digital Literacy,Escalation process,2
DPPP3,MSFT,Digital Literacy,PHR,2
DPPP3,MSFT,Digital Literacy,Career Hub,2
DPPP3,MSFT,Digital Literacy,Achievers,2
DPPP3,MSFT,Financial Management,Financial Acumen,2
DPPP3,MSFT,Operational Efficiency,AI learning & mechanics,3
DPPP3,MSFT,Prioritization,Subskill 9,3
DPPP3,MSFT,Project Management,Change Order Management,3
DPPP3,MSFT,Project Management,Technical Support,3
DPPP3,MSFT,Project Management,NB4 Date Management,3
DPPP3,MSFT,Project Management,APM Certification,3
DPPP3,MSFT,Project Management,PMP Certification,3
DPPP3,MSFT,Reporting,Reporting,2
DPPP3,MSFT,Risk Management,Risk Management & Method,3
DPPP3,MSFT,Safety Regulations,Subskill 11,2
DPPP4,MSFT,Budgeting,Accounting,3
DPPP4,MSFT,Communication,Collaboration across BU/Function,3
DPPP4,MSFT,Communication,Responsibility - customer centric,3
DPPP4,MSFT,Consulting,Subskill 4,3
DPPP4,MSFT,Contract Management,Contract Management,2
DPPP4,MSFT,Critical Thinking,Emotional Intelligence,3
DPPP4,MSFT,Critical Thinking,Critical Thinking,3
DPPP4,MSFT,Customer Orientation,Ownership Accountability,3
DPPP4,MSFT,Decision Making,Subskill 6,3
DPPP4,MSFT,Digital Literacy,On boarding Training Path,3
DPPP4,MSFT,Digital Literacy,On boarding plan - Regional path,3
DPPP4,MSFT,Digital Literacy,MLL/Coursera,3
DPPP4,MSFT,Digital Literacy,Teams/Outlook/M365,3
DPPP4,MSFT,Digital Literacy,Spice+,3
DPPP4,MSFT,Digital Literacy,Folder,3
DPPP4,MSFT,Digital Literacy,SEA,3
DPPP4,MSFT,Digital Literacy,bFO,3
DPPP4,MSFT,Digital Literacy,CPS,3
DPPP4,MSFT,Digital Literacy,Cust Sat tool - SCR/PET,3
DPPP4,MSFT,Digital Literacy,Who's who,3
DPPP4,MSFT,Digital Literacy,Escalation process,3
DPPP4,MSFT,Digital Literacy,PHR,3
DPPP4,MSFT,Digital Literacy,Career Hub,3
DPPP4,MSFT,Digital Literacy,Achievers,3
DPPP4,MSFT,Financial Management,Financial Acumen,2
DPPP4,MSFT,Operational Efficiency,AI learning & mechanics,3
DPPP4,MSFT,Prioritization,Subskill 9,4
DPPP4,MSFT,Project Management,Change Order Management,3
DPPP4,MSFT,Project Management,Technical Support,3
DPPP4,MSFT,Project Management,NB4 Date Management,3
DPPP4,MSFT,Project Management,APM Certification,3
DPPP4,MSFT,Project Management,PMP Certification,3
DPPP4,MSFT,Reporting,Reporting,2
DPPP4,MSFT,Risk Management,Risk Management & Method,3
DPPP4,MSFT,Safety Regulations,Subskill 11,3
DHDP1,MSFT,Adaptability,Subskill 1,2
DHDP1,MSFT,Administrative Knowledge,Subskill 2,3
DHDP1,MSFT,Business Intelligence Tools,Subskill 3,1
DHDP1,MSFT,Communication,Collaboration across BU/Function,2
DHDP1,MSFT,Communication,Responsibility - customer centric,2
DHDP1,MSFT,Customer Orientation,Ownership Accountability,2
DHDP1,MSFT,Database Management,Subskill 5,3
DHDP1,MSFT,Digital Literacy,On boarding Training Path,2
DHDP1,MSFT,Digital Literacy,On boarding plan - Regional path,2
DHDP1,MSFT,Digital Literacy,MLL/Coursera,2
DHDP1,MSFT,Digital Literacy,Teams/Outlook/M365,2
DHDP1,MSFT,Digital Literacy,Spice+,2
DHDP1,MSFT,Digital Literacy,Folder,2
DHDP1,MSFT,Digital Literacy,SEA,2
DHDP1,MSFT,Digital Literacy,bFO,2
DHDP1,MSFT,Digital Literacy,CPS,2
DHDP1,MSFT,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP1,MSFT,Digital Literacy,Who's who,2
DHDP1,MSFT,Digital Literacy,Escalation process,2
DHDP1,MSFT,Digital Literacy,PHR,2
DHDP1,MSFT,Digital Literacy,Career Hub,2
DHDP1,MSFT,Digital Literacy,Achievers,2
DHDP1,MSFT,Document Management System,Subskill 7,2
DHDP1,MSFT,Documentation,Subskill 8,2
DHDP1,MSFT,Personal Productivity,Subskill 8,2
DHDP1,MSFT,Project Management,Change Order Management,1
DHDP1,MSFT,Project Management,Technical Support,1
DHDP1,MSFT,Project Management,NB4 Date Management,1
DHDP1,MSFT,Project Management,APM Certification,1
DHDP1,MSFT,Project Management,PMP Certification,1
DHDP1,MSFT,Project Scheduling,Sales Forecast Accuracy,1
DHDP1,MSFT,Quality Assurance,Subskill 10,1
DHDP1,MSFT,Reporting,Reporting,2
DHDP1,MSFT,Risk Management,Risk Management & Method,1
DHDP1,MSFT,Simplification,Subskill 12,1
DHDP2,MSFT,Adaptability,Subskill 1,3
DHDP2,MSFT,Administrative Knowledge,Subskill 2,3
DHDP2,MSFT,Business Intelligence Tools,Subskill 3,2
DHDP2,MSFT,Communication,Collaboration across BU/Function,3
DHDP2,MSFT,Communication,Responsibility - customer centric,3
DHDP2,MSFT,Customer Orientation,Ownership Accountability,3
DHDP2,MSFT,Database Management,Subskill 5,3
DHDP2,MSFT,Digital Literacy,On boarding Training Path,2
DHDP2,MSFT,Digital Literacy,On boarding plan - Regional path,2
DHDP2,MSFT,Digital Literacy,MLL/Coursera,2
DHDP2,MSFT,Digital Literacy,Teams/Outlook/M365,2
DHDP2,MSFT,Digital Literacy,Spice+,2
DHDP2,MSFT,Digital Literacy,Folder,2
DHDP2,MSFT,Digital Literacy,SEA,2
DHDP2,MSFT,Digital Literacy,bFO,2
DHDP2,MSFT,Digital Literacy,CPS,2
DHDP2,MSFT,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP2,MSFT,Digital Literacy,Who's who,2
DHDP2,MSFT,Digital Literacy,Escalation process,2
DHDP2,MSFT,Digital Literacy,PHR,2
DHDP2,MSFT,Digital Literacy,Career Hub,2
DHDP2,MSFT,Digital Literacy,Achievers,2
DHDP2,MSFT,Document Management System,Subskill 7,3
DHDP2,MSFT,Documentation,Subskill 8,3
DHDP2,MSFT,Personal Productivity,Subskill 8,3
DHDP2,MSFT,Project Management,Change Order Management,2
DHDP2,MSFT,Project Management,Technical Support,2
DHDP2,MSFT,Project Management,NB4 Date Management,2
DHDP2,MSFT,Project Management,APM Certification,2
DHDP2,MSFT,Project Management,PMP Certification,2
DHDP2,MSFT,Project Scheduling,Sales Forecast Accuracy,2
DHDP2,MSFT,Quality Assurance,Subskill 10,2
DHDP2,MSFT,Reporting,Reporting,3
DHDP2,MSFT,Risk Management,Risk Management & Method,1
DHDP2,MSFT,Simplification,Subskill 12,2
DHDP3,MSFT,Adaptability,Subskill 1,3
DHDP3,MSFT,Administrative Knowledge,Subskill 2,2
DHDP3,MSFT,Business Intelligence Tools,Subskill 3,3
DHDP3,MSFT,Communication,Collaboration across BU/Function,4
DHDP3,MSFT,Communication,Responsibility - customer centric,4
DHDP3,MSFT,Customer Orientation,Ownership Accountability,4
DHDP3,MSFT,Database Management,Subskill 5,2
DHDP3,MSFT,Digital Literacy,On boarding Training Path,2
DHDP3,MSFT,Digital Literacy,On boarding plan - Regional path,2
DHDP3,MSFT,Digital Literacy,MLL/Coursera,2
DHDP3,MSFT,Digital Literacy,Teams/Outlook/M365,2
DHDP3,MSFT,Digital Literacy,Spice+,2
DHDP3,MSFT,Digital Literacy,Folder,2
DHDP3,MSFT,Digital Literacy,SEA,2
DHDP3,MSFT,Digital Literacy,bFO,2
DHDP3,MSFT,Digital Literacy,CPS,2
DHDP3,MSFT,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP3,MSFT,Digital Literacy,Who's who,2
DHDP3,MSFT,Digital Literacy,Escalation process,2
DHDP3,MSFT,Digital Literacy,PHR,2
DHDP3,MSFT,Digital Literacy,Career Hub,2
DHDP3,MSFT,Digital Literacy,Achievers,2
DHDP3,MSFT,Document Management System,Subskill 7,4
DHDP3,MSFT,Documentation,Subskill 8,4
DHDP3,MSFT,Personal Productivity,Subskill 8,4
DHDP3,MSFT,Project Management,Change Order Management,3
DHDP3,MSFT,Project Management,Technical Support,3
DHDP3,MSFT,Project Management,NB4 Date Management,3
DHDP3,MSFT,Project Management,APM Certification,3
DHDP3,MSFT,Project Management,PMP Certification,3
DHDP3,MSFT,Project Scheduling,Sales Forecast Accuracy,3
DHDP3,MSFT,Quality Assurance,Subskill 10,3
DHDP3,MSFT,Reporting,Reporting,4
DHDP3,MSFT,Risk Management,Risk Management & Method,2
DHDP3,MSFT,Simplification,Subskill 12,3
DTQP2,ECC,Adaptability,Adaptability subskill,2
DTQP2,ECC,Collaboration,Collaboration subskill,3
DTQP2,ECC,Configuration Design,Configuration Design subskill,2
DTQP2,ECC,Cost Management,Cost Management subskill,2
DTQP2,ECC,Customer Orientation,Customer Orientation subskill,2
DTQP2,ECC,Personal Productivity,Personal Productivity subskill,3
DTQP2,ECC,Problem Solving,Problem Solving subskill,3
DTQP2,ECC,Product Application,Product Application subskill,3
DTQP2,ECC,Project Scheduling,Project Scheduling subskill,2
DTQP2,ECC,Proposal Development,Proposal Development subskill,2
DTQP2,ECC,Quotation Management,Quotation Management subskill,3
DTQP2,ECC,Requirements Analysis,Requirements Analysis subskill,3
DTQP2,ECC,Risk Management,Risk Management subskill,1
DTQP2,ECC,Technical Documentation,Technical Documentation subskill,2
DTQP3,ECC,Adaptability,Adaptability subskill,3
DTQP3,ECC,Collaboration,Collaboration subskill,3
DTQP3,ECC,Configuration Design,Configuration Design subskill,3
DTQP3,ECC,Cost Management,Cost Management subskill,3
DTQP3,ECC,Customer Orientation,Customer Orientation subskill,3
DTQP3,ECC,Personal Productivity,Personal Productivity subskill,3
DTQP3,ECC,Problem Solving,Problem Solving subskill,4
DTQP3,ECC,Product Application,Product Application subskill,4
DTQP3,ECC,Project Scheduling,Project Scheduling subskill,2
DTQP3,ECC,Proposal Development,Proposal Development subskill,3
DTQP3,ECC,Quotation Management,Quotation Management subskill,4
DTQP3,ECC,Requirements Analysis,Requirements Analysis subskill,4
DTQP3,ECC,Risk Management,Risk Management subskill,2
DTQP3,ECC,Technical Documentation,Technical Documentation subskill,3
DTQP4,ECC,Adaptability,Adaptability subskill,3
DTQP4,ECC,Collaboration,Collaboration subskill,4
DTQP4,ECC,Configuration Design,Configuration Design subskill,4
DTQP4,ECC,Cost Management,Cost Management subskill,3
DTQP4,ECC,Customer Orientation,Customer Orientation subskill,3
DTQP4,ECC,Personal Productivity,Personal Productivity subskill,4
DTQP4,ECC,Problem Solving,Problem Solving subskill,4
DTQP4,ECC,Product Application,Product Application subskill,4
DTQP4,ECC,Project Scheduling,Project Scheduling subskill,3
DTQP4,ECC,Proposal Development,Proposal Development subskill,3
DTQP4,ECC,Quotation Management,Quotation Management subskill,4
DTQP4,ECC,Requirements Analysis,Requirements Analysis subskill,4
DTQP4,ECC,Risk Management,Risk Management subskill,3
DTQP4,ECC,Technical Documentation,Technical Documentation subskill,3
DTTP3,STP,Business Acumen,Business Acumen subskill ,3
DTTP3,STP,Collaboration,Collaboration subskill,3
DTTP3,STP,Communication,Communication subskill,3
DTTP3,STP,Continuous Learning,Continuous Learning subskill,3
DTTP3,STP,Contract Management,Contract Management subskill,2
DTTP3,STP,Cost Management,Cost Management subskill,3
DTTP3,STP,Cpp Process Knowledge,Cpp Process Knowledge subskill,3
DTTP3,STP,Customer Orientation,Customer Orientation subskill,3
DTTP3,STP,Growth Mindedness,Growth Mindedness subskill,3
DTTP3,STP,Legal Compliance,Legal Compliance subskill,2
DTTP3,STP,Pricing Strategy,Pricing Strategy subskill,3
DTTP3,STP,Project Scheduling,Project Scheduling subskill,3
DTTP3,STP,Resilience,Resilience subskill,3
DTTP3,STP,Risk Management,Risk Management subskill,2
DTTP3,STP,Tendering,Tendering subskill,2
DTTP4,,Business Acumen,Business Acumen subskill,3
DTTP4,STP,Collaboration,Collaboration subskill,3
DTTP4,STP,Communication,Communication subskill,3
DTTP4,STP,Continuous Learning,Continuous Learning subskill,4
DTTP4,STP,Contract Management,Contract Management subskill,3
DTTP4,STP,Cost Management,Cost Management subskill,3
DTTP4,STP,Cpp Process Knowledge,Cpp Process Knowledge subskill,3
DTTP4,STP,Customer Orientation,Customer Orientation subskill,3
DTTP4,STP,Growth Mindedness,Growth Mindedness subskill,4
DTTP4,STP,Legal Compliance,Legal Compliance subskill,2
DTTP4,STP,Pricing Strategy,Pricing Strategy subskill,3
DTTP4,STP,Project Management,Project Management subskill,3
DTTP4,STP,Resilience,Resilience subskill,3
DTTP4,STP,Risk Management,Risk Management subskill,3
DTTP4,STP,Tendering,Tendering subskill,3
DTTP5,STP,Business Acumen,Business Acumen subskill,3
DTTP5,STP,Collaboration,Collaboration subskill,4
DTTP5,STP,Communication,Communication subskill,3
DTTP5,STP,Contract Management,Contract Management subskill,3
DTTP5,STP,Cost Management,Cost Management subskill,4
DTTP5,STP,Cpp Process Knowledge,Cpp Process Knowledge subskill,3
DTTP5,STP,Customer Orientation,Customer Orientation subskill,3
DTTP5,STP,Legal Compliance,Legal Compliance subskill,3
DTTP5,STP,Pricing Strategy,Pricing Strategy subskill,4
DTTP5,STP,Project Management,Project Management subskill,3
DTTP5,STP,Resilience,Resilience subskill,3
DTTP5,STP,Resource Efficiency Management,Resource Efficiency Management subskill,3
DTTP5,STP,Risk Management,Risk Management subskill,3
DTTP5,STP,Tendering,Tendering subskill,4
DTQP2,TL,Adaptability,Adaptability subskill,2
DTQP2,TL,Collaboration,Collaboration subskill,3
DTQP2,TL,Configuration Design,Configuration Design subskill,2
DTQP2,TL,Cost Management,Cost Management subskill,2
DTQP2,TL,Customer Orientation,Customer Orientation subskill,2
DTQP2,TL,Personal Productivity,Personal Productivity subskill,3
DTQP2,TL,Problem Solving,Problem Solving subskill,3
DTQP2,TL,Product Application,Product Application subskill,3
DTQP2,TL,Project Scheduling,Project Scheduling subskill,2
DTQP2,TL,Proposal Development,Proposal Development subskill,2
DTQP2,TL,Quotation Management,Quotation Management subskill,3
DTQP2,TL,Requirements Analysis,Requirements Analysis subskill,3
DTQP2,TL,Risk Management,Risk Management subskill,1
DTQP2,TL,Technical Documentation,Technical Documentation subskill,2
DTQP3,TL,Adaptability,Adaptability subskill,3
DTQP3,TL,Collaboration,Collaboration subskill,3
DTQP3,TL,Configuration Design,Configuration Design subskill,3
DTQP3,TL,Cost Management,Cost Management subskill,3
DTQP3,TL,Customer Orientation,Customer Orientation subskill,3
DTQP3,TL,Personal Productivity,Personal Productivity subskill,3
DTQP3,TL,Problem Solving,Problem Solving subskill,4
DTQP3,TL,Product Application,Product Application subskill,4
DTQP3,TL,Project Scheduling,Project Scheduling subskill,2
DTQP3,TL,Proposal Development,Proposal Development subskill,3
DTQP3,TL,Quotation Management,Quotation Management subskill,4
DTQP3,TL,Requirements Analysis,Requirements Analysis subskill,4
DTQP3,TL,Risk Management,Risk Management subskill,2
DTQP3,TL,Technical Documentation,Technical Documentation subskill,3
DEET4,TL,Collaboration,Collaboration subskill,3
DEET4,TL,Consulting,Consulting subskill,2
DEET4,TL,Cost Management,Cost Management subskill,3
DEET4,TL,Critical Thinking,Critical Thinking subskill,2
DEET4,TL,Customer Orientation,Customer Orientation subskill,3
DEET4,TL,Decision Making,Decision Making subskill,3
DEET4,TL,Electrical Distribution Systems,Electrical Distribution Systems subskill,3
DEET4,TL,Electrical Engineering,Electrical Engineering subskill,3
DEET4,TL,Electrical Power Quality,Electrical Power Quality subskill,2
DEET4,TL,Installation Design,Installation Design subskill,3
DEET4,TL,Knowledge Management,Knowledge Management subskill,3
DEET4,TL,Power Backup Engineering,Power Backup Engineering subskill,3
DEET4,TL,Power Systems Design,Power Systems Design subskill,2
DEET4,TL,Power-System Protection,Power-System Protection subskill,3
DEET4,TL,Problem Solving,Problem Solving subskill,4
DEET4,TL,Product Application,Product Application subskill,3
DEET4,TL,Project Management,Project Management subskill,2
DEET4,TL,Requirements Analysis,Requirements Analysis subskill,3
DEET4,TL,Risk Management,Risk Management subskill,3
DEET4,TL,Standardization,Standardization subskill,2
DEET4,TL,System Architecture,System Architecture subskill,2
DEET4,TL,Technical Documentation,Technical Documentation subskill,3
DEET4,TL,Technical Solution Design,Technical Solution Design subskill,3
DEET4,TL,Technical Strategy,Technical Strategy subskill,2
DEET5,TL,Accountability,Accountability subskill,3
DEET5,TL,Collaboration,Collaboration subskill,3
DEET5,TL,Consulting,Consulting subskill,2
DEET5,TL,Cost Management,Cost Management subskill,3
DEET5,TL,Critical Thinking,Critical Thinking subskill,3
DEET5,TL,Customer Orientation,Customer Orientation subskill,4
DEET5,TL,Decision Making,Decision Making subskill,4
DEET5,TL,Electrical Distribution Systems,Electrical Distribution Systems subskill,3
DEET5,TL,Electrical Engineering,Electrical Engineering subskill,3
DEET5,TL,Electrical Power Quality,Electrical Power Quality subskill,3
DEET5,TL,Installation Design,Installation Design subskill,3
DEET5,TL,Knowledge Management,Knowledge Management subskill,3
DEET5,TL,Power Backup Engineering,Power Backup Engineering subskill,3
DEET5,TL,Power Systems Design,Power Systems Design subskill,3
DEET5,TL,Power-System Protection,Power-System Protection subskill,3
DEET5,TL,Product Application,Product Application subskill,4
DEET5,TL,Project Management,Project Management subskill,3
DEET5,TL,Requirements Analysis,Requirements Analysis subskill,3
DEET5,TL,Risk Management,Risk Management subskill,4
DEET5,TL,Standardization,Standardization subskill,3
DEET5,TL,System Architecture,System Architecture subskill,3
DEET5,TL,Technical Documentation,Technical Documentation subskill,3
DEET5,TL,Technical Solution Design,Technical Solution Design subskill,3
DEET5,TL,Technical Strategy,Technical Strategy subskill,4
