jobCode,team,skill,subSkill,minValue
DHDP1,EPE West,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP1,EPE West,Digital Literacy,Who's who,2
DHDP1,EPE West,Digital Literacy,Escalation process,2
DHDP1,EPE West,Digital Literacy,PHR,2
DHDP1,EPE West,Digital Literacy,Career Hub,2
DHDP1,EPE West,Digital Literacy,Achievers,2
DHDP1,EPE West,Document Management System,Subskill 7,2
DHDP1,EPE West,Documentation,Subskill 8,2
DHDP1,EPE West,Personal Productivity,Subskill 8,2
DHDP1,EPE West,Project Management,Change Order Management,1
DHDP1,EPE West,Project Management,Technical Support,1
DHDP1,EPE West,Project Management,NB4 Date Management,1
DHDP1,EPE West,Project Management,APM Certification,1
DHDP1,EPE West,Project Management,PMP Certification,1
DHDP1,EPE West,Project Scheduling,Sales Forecast Accuracy,1
DHDP1,EPE West,Quality Assurance,Subskill 10,1
DHDP1,EPE West,Reporting,Reporting,2
DHDP1,EPE West,Risk Management,Risk Management & Method,1
DHDP1,EPE West,Simplification,Subskill 12,1
DHDP2,EPE West,Adaptability,Subskill 1,3
DHDP2,EPE West,Administrative Knowledge,Subskill 2,3
DHDP2,EPE West,Business Intelligence Tools,Subskill 3,2
DHDP2,EPE West,Communication,Collaboration across BU/Function,3
DHDP2,EPE West,Communication,Responsibility - customer centric,3
DHDP2,EPE West,Customer Orientation,Ownership Accountability,3
DHDP2,EPE West,Database Management,Subskill 5,3
DHDP2,EPE West,Digital Literacy,On boarding Training Path,2
DHDP2,EPE West,Digital Literacy,On boarding plan - Regional path,2
DHDP2,EPE West,Digital Literacy,MLL/Coursera,2
DHDP2,EPE West,Digital Literacy,Teams/Outlook/M365,2
DHDP2,EPE West,Digital Literacy,Spice+,2
DHDP2,EPE West,Digital Literacy,Folder,2
DHDP2,EPE West,Digital Literacy,SEA,2
DHDP2,EPE West,Digital Literacy,bFO,2
DHDP2,EPE West,Digital Literacy,CPS,2
DHDP2,EPE West,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP2,EPE West,Digital Literacy,Who's who,2
DHDP2,EPE West,Digital Literacy,Escalation process,2
DHDP2,EPE West,Digital Literacy,PHR,2
DHDP2,EPE West,Digital Literacy,Career Hub,2
DHDP2,EPE West,Digital Literacy,Achievers,2
DHDP2,EPE West,Document Management System,Subskill 7,3
DHDP2,EPE West,Documentation,Subskill 8,3
DHDP2,EPE West,Personal Productivity,Subskill 8,3
DHDP2,EPE West,Project Management,Change Order Management,2
DHDP2,EPE West,Project Management,Technical Support,2
DHDP2,EPE West,Project Management,NB4 Date Management,2
DHDP2,EPE West,Project Management,APM Certification,2
DHDP2,EPE West,Project Management,PMP Certification,2
DHDP2,EPE West,Project Scheduling,Sales Forecast Accuracy,2
DHDP2,EPE West,Quality Assurance,Subskill 10,2
DHDP2,EPE West,Reporting,Reporting,3
DHDP2,EPE West,Risk Management,Risk Management & Method,1
DHDP2,EPE West,Simplification,Subskill 12,2
DHDP3,EPE West,Adaptability,Subskill 1,3
DHDP3,EPE West,Administrative Knowledge,Subskill 2,2
DHDP3,EPE West,Business Intelligence Tools,Subskill 3,3
DHDP3,EPE West,Communication,Collaboration across BU/Function,4
DHDP3,EPE West,Communication,Responsibility - customer centric,4
DHDP3,EPE West,Customer Orientation,Ownership Accountability,4
DHDP3,EPE West,Database Management,Subskill 5,2
DHDP3,EPE West,Digital Literacy,On boarding Training Path,2
DHDP3,EPE West,Digital Literacy,On boarding plan - Regional path,2
DHDP3,EPE West,Digital Literacy,MLL/Coursera,2
DHDP3,EPE West,Digital Literacy,Teams/Outlook/M365,2
DHDP3,EPE West,Digital Literacy,Spice+,2
DHDP3,EPE West,Digital Literacy,Folder,2
DHDP3,EPE West,Digital Literacy,SEA,2
DHDP3,EPE West,Digital Literacy,bFO,2
DHDP3,EPE West,Digital Literacy,CPS,2
DHDP3,EPE West,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP3,EPE West,Digital Literacy,Who's who,2
DHDP3,EPE West,Digital Literacy,Escalation process,2
DHDP3,EPE West,Digital Literacy,PHR,2
DHDP3,EPE West,Digital Literacy,Career Hub,2
DHDP3,EPE West,Digital Literacy,Achievers,2
DHDP3,EPE West,Document Management System,Subskill 7,4
DHDP3,EPE West,Documentation,Subskill 8,4
DHDP3,EPE West,Personal Productivity,Subskill 8,4
DHDP3,EPE West,Project Management,Change Order Management,3
DHDP3,EPE West,Project Management,Technical Support,3
DHDP3,EPE West,Project Management,NB4 Date Management,3
DHDP3,EPE West,Project Management,APM Certification,3
DHDP3,EPE West,Project Management,PMP Certification,3
DHDP3,EPE West,Project Scheduling,Sales Forecast Accuracy,3
DHDP3,EPE West,Quality Assurance,Subskill 10,3
DHDP3,EPE West,Reporting,Reporting,4
DHDP3,EPE West,Risk Management,Risk Management & Method,2
DHDP3,EPE West,Simplification,Subskill 12,3
DPPP1,EPE Central,Analytical Thinking,Problem Solving,2
DPPP1,EPE Central,Budgeting,Accounting,1
DPPP1,EPE Central,Business Intelligence Tools,Subskill 3,1
DPPP1,EPE Central,Communication,Collaboration across BU/Function,2
DPPP1,EPE Central,Communication,Responsibility - customer centric,2
DPPP1,EPE Central,Consulting,Subskill 4,1
DPPP1,EPE Central,Contract Management,Contract Management,1
DPPP1,EPE Central,Customer Orientation,Ownership Accountability,2
DPPP1,EPE Central,Decision Making,Subskill 6,1
DPPP1,EPE Central,Digital Literacy,On boarding Training Path,2
DPPP1,EPE Central,Digital Literacy,On boarding plan - Regional path,2
DPPP1,EPE Central,Digital Literacy,MLL/Coursera,2
DPPP1,EPE Central,Digital Literacy,Teams/Outlook/M365,2
DPPP1,EPE Central,Digital Literacy,Spice+,2
DPPP1,EPE Central,Digital Literacy,Folder,2
DPPP1,EPE Central,Digital Literacy,SEA,2
DPPP1,EPE Central,Digital Literacy,bFO,2
DPPP1,EPE Central,Digital Literacy,CPS,2
DPPP1,EPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP1,EPE Central,Digital Literacy,Who's who,2
DPPP1,EPE Central,Digital Literacy,Escalation process,2
DPPP1,EPE Central,Digital Literacy,PHR,2
DPPP1,EPE Central,Digital Literacy,Career Hub,2
DPPP1,EPE Central,Digital Literacy,Achievers,2
DPPP1,EPE Central,Financial Management,Financial Acumen,1
DPPP1,EPE Central,Operational Efficiency,AI learning & mechanics,2
DPPP1,EPE Central,Prioritization,Subskill 9,2
DPPP1,EPE Central,Project Management,Change Order Management,2
DPPP1,EPE Central,Project Management,Technical Support,2
DPPP1,EPE Central,Project Management,NB4 Date Management,2
DPPP1,EPE Central,Project Management,APM Certification,2
DPPP1,EPE Central,Project Management,PMP Certification,2
DPPP1,EPE Central,Reporting,Reporting,1
DPPP1,EPE Central,Risk Management,Risk Management & Method,1
DPPP1,EPE Central,Safety Regulations,Subskill 11,2
DPPP2,EPE Central,Analytical Thinking,Problem Solving,2
DPPP2,EPE Central,Budgeting,Accounting,1
DPPP2,EPE Central,Communication,Collaboration across BU/Function,2
DPPP2,EPE Central,Communication,Responsibility - customer centric,2
DPPP2,EPE Central,Consulting,Subskill 4,1
DPPP2,EPE Central,Contract Management,Contract Management,1
DPPP2,EPE Central,Customer Orientation,Ownership Accountability,2
DPPP2,EPE Central,Decision Making,Subskill 6,2
DPPP2,EPE Central,Digital Literacy,On boarding Training Path,2
DPPP2,EPE Central,Digital Literacy,On boarding plan - Regional path,2
DPPP2,EPE Central,Digital Literacy,MLL/Coursera,2
DPPP2,EPE Central,Digital Literacy,Teams/Outlook/M365,2
DPPP2,EPE Central,Digital Literacy,Spice+,2
DPPP2,EPE Central,Digital Literacy,Folder,2
DPPP2,EPE Central,Digital Literacy,SEA,2
DPPP2,EPE Central,Digital Literacy,bFO,2
DPPP2,EPE Central,Digital Literacy,CPS,2
DPPP2,EPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP2,EPE Central,Digital Literacy,Who's who,2
DPPP2,EPE Central,Digital Literacy,Escalation process,2
DPPP2,EPE Central,Digital Literacy,PHR,2
DPPP2,EPE Central,Digital Literacy,Career Hub,2
DPPP2,EPE Central,Digital Literacy,Achievers,2
DPPP2,EPE Central,Financial Management,Financial Acumen,1
DPPP2,EPE Central,Operational Efficiency,AI learning & mechanics,2
DPPP2,EPE Central,Prioritization,Subskill 9,3
DPPP2,EPE Central,Project Management,Change Order Management,2
DPPP2,EPE Central,Project Management,Technical Support,2
DPPP2,EPE Central,Project Management,NB4 Date Management,2
DPPP2,EPE Central,Project Management,APM Certification,2
DPPP2,EPE Central,Project Management,PMP Certification,2
DPPP2,EPE Central,Reporting,Reporting,1
DPPP2,EPE Central,Risk Management,Risk Management & Method,1
DPPP2,EPE Central,Safety Regulations,Subskill 11,2
DPPP3,EPE Central,Analytical Thinking,Problem Solving,3
DPPP3,EPE Central,Budgeting,Accounting,2
DPPP3,EPE Central,Communication,Collaboration across BU/Function,3
DPPP3,EPE Central,Communication,Responsibility - customer centric,3
DPPP3,EPE Central,Consulting,Subskill 4,2
DPPP3,EPE Central,Contract Management,Contract Management,2
DPPP3,EPE Central,Customer Orientation,Ownership Accountability,3
DPPP3,EPE Central,Decision Making,Subskill 6,3
DPPP3,EPE Central,Digital Literacy,On boarding Training Path,2
DPPP3,EPE Central,Digital Literacy,On boarding plan - Regional path,2
DPPP3,EPE Central,Digital Literacy,MLL/Coursera,2
DPPP3,EPE Central,Digital Literacy,Teams/Outlook/M365,2
DPPP3,EPE Central,Digital Literacy,Spice+,2
DPPP3,EPE Central,Digital Literacy,Folder,2
DPPP3,EPE Central,Digital Literacy,SEA,2
DPPP3,EPE Central,Digital Literacy,bFO,2
DPPP3,EPE Central,Digital Literacy,CPS,2
DPPP3,EPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP3,EPE Central,Digital Literacy,Who's who,2
DPPP3,EPE Central,Digital Literacy,Escalation process,2
DPPP3,EPE Central,Digital Literacy,PHR,2
DPPP3,EPE Central,Digital Literacy,Career Hub,2
DPPP3,EPE Central,Digital Literacy,Achievers,2
DPPP3,EPE Central,Financial Management,Financial Acumen,2
DPPP3,EPE Central,Operational Efficiency,AI learning & mechanics,3
DPPP3,EPE Central,Prioritization,Subskill 9,3
DPPP3,EPE Central,Project Management,Change Order Management,3
DPPP3,EPE Central,Project Management,Technical Support,3
DPPP3,EPE Central,Project Management,NB4 Date Management,3
DPPP3,EPE Central,Project Management,APM Certification,3
DPPP3,EPE Central,Project Management,PMP Certification,3
DPPP3,EPE Central,Reporting,Reporting,2
DPPP3,EPE Central,Risk Management,Risk Management & Method,3
DPPP3,EPE Central,Safety Regulations,Subskill 11,2
DPPP4,EPE Central,Budgeting,Accounting,3
DPPP4,EPE Central,Communication,Collaboration across BU/Function,3
DPPP4,EPE Central,Communication,Responsibility - customer centric,3
DPPP4,EPE Central,Consulting,Subskill 4,3
DPPP4,EPE Central,Contract Management,Contract Management,2
DPPP4,EPE Central,Critical Thinking,Emotional Intelligence,3
DPPP4,EPE Central,Critical Thinking,Critical Thinking,3
DPPP4,EPE Central,Customer Orientation,Ownership Accountability,3
DPPP4,EPE Central,Decision Making,Subskill 6,3
DPPP4,EPE Central,Digital Literacy,On boarding Training Path,3
DPPP4,EPE Central,Digital Literacy,On boarding plan - Regional path,3
DPPP4,EPE Central,Digital Literacy,MLL/Coursera,3
DPPP4,EPE Central,Digital Literacy,Teams/Outlook/M365,3
DPPP4,EPE Central,Digital Literacy,Spice+,3
DPPP4,EPE Central,Digital Literacy,Folder,3
DPPP4,EPE Central,Digital Literacy,SEA,3
DPPP4,EPE Central,Digital Literacy,bFO,3
DPPP4,EPE Central,Digital Literacy,CPS,3
DPPP4,EPE Central,Digital Literacy,Cust Sat tool - SCR/PET,3
DPPP4,EPE Central,Digital Literacy,Who's who,3
DPPP4,EPE Central,Digital Literacy,Escalation process,3
DPPP4,EPE Central,Digital Literacy,PHR,3
DPPP4,EPE Central,Digital Literacy,Career Hub,3
DPPP4,EPE Central,Digital Literacy,Achievers,3
DPPP4,EPE Central,Financial Management,Financial Acumen,2
DPPP4,EPE Central,Operational Efficiency,AI learning & mechanics,3
DPPP4,EPE Central,Prioritization,Subskill 9,4
DPPP4,EPE Central,Project Management,Change Order Management,3
DPPP4,EPE Central,Project Management,Technical Support,3
DPPP4,EPE Central,Project Management,NB4 Date Management,3
DPPP4,EPE Central,Project Management,APM Certification,3
DPPP4,EPE Central,Project Management,PMP Certification,3
DPPP4,EPE Central,Reporting,Reporting,2
DPPP4,EPE Central,Risk Management,Risk Management & Method,3
DPPP4,EPE Central,Safety Regulations,Subskill 11,3
DHDP1,EPE Central,Adaptability,Subskill 1,2
DHDP1,EPE Central,Administrative Knowledge,Subskill 2,3
DHDP1,EPE Central,Business Intelligence Tools,Subskill 3,1
DHDP1,EPE Central,Communication,Collaboration across BU/Function,2
DHDP1,EPE Central,Communication,Responsibility - customer centric,2
DHDP1,EPE Central,Customer Orientation,Ownership Accountability,2
DHDP1,EPE Central,Database Management,Subskill 5,3
DHDP1,EPE Central,Digital Literacy,On boarding Training Path,2
DHDP1,EPE Central,Digital Literacy,On boarding plan - Regional path,2
DHDP1,EPE Central,Digital Literacy,MLL/Coursera,2
DHDP1,EPE Central,Digital Literacy,Teams/Outlook/M365,2
DHDP1,EPE Central,Digital Literacy,Spice+,2
DHDP1,EPE Central,Digital Literacy,Folder,2
DHDP1,EPE Central,Digital Literacy,SEA,2
DHDP1,EPE Central,Digital Literacy,bFO,2
DHDP1,EPE Central,Digital Literacy,CPS,2
DHDP1,EPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP1,EPE Central,Digital Literacy,Who's who,2
DHDP1,EPE Central,Digital Literacy,Escalation process,2
DHDP1,EPE Central,Digital Literacy,PHR,2
DHDP1,EPE Central,Digital Literacy,Career Hub,2
DHDP1,EPE Central,Digital Literacy,Achievers,2
DHDP1,EPE Central,Document Management System,Subskill 7,2
DHDP1,EPE Central,Documentation,Subskill 8,2
DHDP1,EPE Central,Personal Productivity,Subskill 8,2
DHDP1,EPE Central,Project Management,Change Order Management,1
DHDP1,EPE Central,Project Management,Technical Support,1
DHDP1,EPE Central,Project Management,NB4 Date Management,1
DHDP1,EPE Central,Project Management,APM Certification,1
DHDP1,EPE Central,Project Management,PMP Certification,1
DHDP1,EPE Central,Project Scheduling,Sales Forecast Accuracy,1
DHDP1,EPE Central,Quality Assurance,Subskill 10,1
DHDP1,EPE Central,Reporting,Reporting,2
DHDP1,EPE Central,Risk Management,Risk Management & Method,1
DHDP1,EPE Central,Simplification,Subskill 12,1
DHDP2,EPE Central,Adaptability,Subskill 1,3
DHDP2,EPE Central,Administrative Knowledge,Subskill 2,3
DHDP2,EPE Central,Business Intelligence Tools,Subskill 3,2
DHDP2,EPE Central,Communication,Collaboration across BU/Function,3
DHDP2,EPE Central,Communication,Responsibility - customer centric,3
DHDP2,EPE Central,Customer Orientation,Ownership Accountability,3
DHDP2,EPE Central,Database Management,Subskill 5,3
DHDP2,EPE Central,Digital Literacy,On boarding Training Path,2
DHDP2,EPE Central,Digital Literacy,On boarding plan - Regional path,2
DHDP2,EPE Central,Digital Literacy,MLL/Coursera,2
DHDP2,EPE Central,Digital Literacy,Teams/Outlook/M365,2
DHDP2,EPE Central,Digital Literacy,Spice+,2
DHDP2,EPE Central,Digital Literacy,Folder,2
DHDP2,EPE Central,Digital Literacy,SEA,2
DHDP2,EPE Central,Digital Literacy,bFO,2
DHDP2,EPE Central,Digital Literacy,CPS,2
DHDP2,EPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP2,EPE Central,Digital Literacy,Who's who,2
DHDP2,EPE Central,Digital Literacy,Escalation process,2
DHDP2,EPE Central,Digital Literacy,PHR,2
DHDP2,EPE Central,Digital Literacy,Career Hub,2
DHDP2,EPE Central,Digital Literacy,Achievers,2
DHDP2,EPE Central,Document Management System,Subskill 7,3
DHDP2,EPE Central,Documentation,Subskill 8,3
DHDP2,EPE Central,Personal Productivity,Subskill 8,3
DHDP2,EPE Central,Project Management,Change Order Management,2
DHDP2,EPE Central,Project Management,Technical Support,2
DHDP2,EPE Central,Project Management,NB4 Date Management,2
DHDP2,EPE Central,Project Management,APM Certification,2
DHDP2,EPE Central,Project Management,PMP Certification,2
DHDP2,EPE Central,Project Scheduling,Sales Forecast Accuracy,2
DHDP2,EPE Central,Quality Assurance,Subskill 10,2
DHDP2,EPE Central,Reporting,Reporting,3
DHDP2,EPE Central,Risk Management,Risk Management & Method,1
DHDP2,EPE Central,Simplification,Subskill 12,2
DHDP3,EPE Central,Adaptability,Subskill 1,3
DHDP3,EPE Central,Administrative Knowledge,Subskill 2,2
DHDP3,EPE Central,Business Intelligence Tools,Subskill 3,3
DHDP3,EPE Central,Communication,Collaboration across BU/Function,4
DHDP3,EPE Central,Communication,Responsibility - customer centric,4
DHDP3,EPE Central,Customer Orientation,Ownership Accountability,4
DHDP3,EPE Central,Database Management,Subskill 5,2
DHDP3,EPE Central,Digital Literacy,On boarding Training Path,2
DHDP3,EPE Central,Digital Literacy,On boarding plan - Regional path,2
DHDP3,EPE Central,Digital Literacy,MLL/Coursera,2
DHDP3,EPE Central,Digital Literacy,Teams/Outlook/M365,2
DHDP3,EPE Central,Digital Literacy,Spice+,2
DHDP3,EPE Central,Digital Literacy,Folder,2
DHDP3,EPE Central,Digital Literacy,SEA,2
DHDP3,EPE Central,Digital Literacy,bFO,2
DHDP3,EPE Central,Digital Literacy,CPS,2
DHDP3,EPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP3,EPE Central,Digital Literacy,Who's who,2
DHDP3,EPE Central,Digital Literacy,Escalation process,2
DHDP3,EPE Central,Digital Literacy,PHR,2
DHDP3,EPE Central,Digital Literacy,Career Hub,2
DHDP3,EPE Central,Digital Literacy,Achievers,2
DHDP3,EPE Central,Document Management System,Subskill 7,4
DHDP3,EPE Central,Documentation,Subskill 8,4
DHDP3,EPE Central,Personal Productivity,Subskill 8,4
DHDP3,EPE Central,Project Management,Change Order Management,3
DHDP3,EPE Central,Project Management,Technical Support,3
DHDP3,EPE Central,Project Management,NB4 Date Management,3
DHDP3,EPE Central,Project Management,APM Certification,3
DHDP3,EPE Central,Project Management,PMP Certification,3
DHDP3,EPE Central,Project Scheduling,Sales Forecast Accuracy,3
DHDP3,EPE Central,Quality Assurance,Subskill 10,3
DHDP3,EPE Central,Reporting,Reporting,4
DHDP3,EPE Central,Risk Management,Risk Management & Method,2
DHDP3,EPE Central,Simplification,Subskill 12,3
DPPP1,EPE East,Analytical Thinking,Problem Solving,2
DPPP1,EPE East,Budgeting,Accounting,1
DPPP1,EPE East,Business Intelligence Tools,Subskill 3,1
DPPP1,EPE East,Communication,Collaboration across BU/Function,2
DPPP1,EPE East,Communication,Responsibility - customer centric,2
DPPP1,EPE East,Consulting,Subskill 4,1
DPPP1,EPE East,Contract Management,Contract Management,1
DPPP1,EPE East,Customer Orientation,Ownership Accountability,2
DPPP1,EPE East,Decision Making,Subskill 6,1
DPPP1,EPE East,Digital Literacy,On boarding Training Path,2
DPPP1,EPE East,Digital Literacy,On boarding plan - Regional path,2
DPPP1,EPE East,Digital Literacy,MLL/Coursera,2
DPPP1,EPE East,Digital Literacy,Teams/Outlook/M365,2
DPPP1,EPE East,Digital Literacy,Spice+,2
DPPP1,EPE East,Digital Literacy,Folder,2
DPPP1,EPE East,Digital Literacy,SEA,2
DPPP1,EPE East,Digital Literacy,bFO,2
DPPP1,EPE East,Digital Literacy,CPS,2
DPPP1,EPE East,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP1,EPE East,Digital Literacy,Who's who,2
DPPP1,EPE East,Digital Literacy,Escalation process,2
DPPP1,EPE East,Digital Literacy,PHR,2
DPPP1,EPE East,Digital Literacy,Career Hub,2
DPPP1,EPE East,Digital Literacy,Achievers,2
DPPP1,EPE East,Financial Management,Financial Acumen,1
DPPP1,EPE East,Operational Efficiency,AI learning & mechanics,2
DPPP1,EPE East,Prioritization,Subskill 9,2
DPPP1,EPE East,Project Management,Change Order Management,2
DPPP1,EPE East,Project Management,Technical Support,2
DPPP1,EPE East,Project Management,NB4 Date Management,2
DPPP1,EPE East,Project Management,APM Certification,2
DPPP1,EPE East,Project Management,PMP Certification,2
DPPP1,EPE East,Reporting,Reporting,1
DPPP1,EPE East,Risk Management,Risk Management & Method,1
DPPP1,EPE East,Safety Regulations,Subskill 11,2
DPPP2,EPE East,Analytical Thinking,Problem Solving,2
DPPP2,EPE East,Budgeting,Accounting,1
DPPP2,EPE East,Communication,Collaboration across BU/Function,2
DPPP2,EPE East,Communication,Responsibility - customer centric,2
DPPP2,EPE East,Consulting,Subskill 4,1
DPPP2,EPE East,Contract Management,Contract Management,1
DPPP2,EPE East,Customer Orientation,Ownership Accountability,2
DPPP2,EPE East,Decision Making,Subskill 6,2
DPPP2,EPE East,Digital Literacy,On boarding Training Path,2
DPPP2,EPE East,Digital Literacy,On boarding plan - Regional path,2
DPPP2,EPE East,Digital Literacy,MLL/Coursera,2
DPPP2,EPE East,Digital Literacy,Teams/Outlook/M365,2
DPPP2,EPE East,Digital Literacy,Spice+,2
DPPP2,EPE East,Digital Literacy,Folder,2
DPPP2,EPE East,Digital Literacy,SEA,2
DPPP2,EPE East,Digital Literacy,bFO,2
DPPP2,EPE East,Digital Literacy,CPS,2
DPPP2,EPE East,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP2,EPE East,Digital Literacy,Who's who,2
DPPP2,EPE East,Digital Literacy,Escalation process,2
DPPP2,EPE East,Digital Literacy,PHR,2
DPPP2,EPE East,Digital Literacy,Career Hub,2
DPPP2,EPE East,Digital Literacy,Achievers,2
DPPP2,EPE East,Financial Management,Financial Acumen,1
DPPP2,EPE East,Operational Efficiency,AI learning & mechanics,2
DPPP2,EPE East,Prioritization,Subskill 9,3
DPPP2,EPE East,Project Management,Change Order Management,2
DPPP2,EPE East,Project Management,Technical Support,2
DPPP2,EPE East,Project Management,NB4 Date Management,2
DPPP2,EPE East,Project Management,APM Certification,2
DPPP2,EPE East,Project Management,PMP Certification,2
DPPP2,EPE East,Reporting,Reporting,1
DPPP2,EPE East,Risk Management,Risk Management & Method,1
DPPP2,EPE East,Safety Regulations,Subskill 11,2
DPPP3,EPE East,Analytical Thinking,Problem Solving,3
DPPP3,EPE East,Budgeting,Accounting,2
DPPP3,EPE East,Communication,Collaboration across BU/Function,3
DPPP3,EPE East,Communication,Responsibility - customer centric,3
DPPP3,EPE East,Consulting,Subskill 4,2
DPPP3,EPE East,Contract Management,Contract Management,2
DPPP3,EPE East,Customer Orientation,Ownership Accountability,3
DPPP3,EPE East,Decision Making,Subskill 6,3
DPPP3,EPE East,Digital Literacy,On boarding Training Path,2
DPPP3,EPE East,Digital Literacy,On boarding plan - Regional path,2
DPPP3,EPE East,Digital Literacy,MLL/Coursera,2
DPPP3,EPE East,Digital Literacy,Teams/Outlook/M365,2
DPPP3,EPE East,Digital Literacy,Spice+,2
DPPP3,EPE East,Digital Literacy,Folder,2
DPPP3,EPE East,Digital Literacy,SEA,2
DPPP3,EPE East,Digital Literacy,bFO,2
DPPP3,EPE East,Digital Literacy,CPS,2
DPPP3,EPE East,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP3,EPE East,Digital Literacy,Who's who,2
DPPP3,EPE East,Digital Literacy,Escalation process,2
DPPP3,EPE East,Digital Literacy,PHR,2
DPPP3,EPE East,Digital Literacy,Career Hub,2
DPPP3,EPE East,Digital Literacy,Achievers,2
DPPP3,EPE East,Financial Management,Financial Acumen,2
DPPP3,EPE East,Operational Efficiency,AI learning & mechanics,3
DPPP3,EPE East,Prioritization,Subskill 9,3
DPPP3,EPE East,Project Management,Change Order Management,3
DPPP3,EPE East,Project Management,Technical Support,3
DPPP3,EPE East,Project Management,NB4 Date Management,3
DPPP3,EPE East,Project Management,APM Certification,3
DPPP3,EPE East,Project Management,PMP Certification,3
DPPP3,EPE East,Reporting,Reporting,2
DPPP3,EPE East,Risk Management,Risk Management & Method,3
DPPP3,EPE East,Safety Regulations,Subskill 11,2
DPPP4,EPE East,Budgeting,Accounting,3
DPPP4,EPE East,Communication,Collaboration across BU/Function,3
DPPP4,EPE East,Communication,Responsibility - customer centric,3
DPPP4,EPE East,Consulting,Subskill 4,3
DPPP4,EPE East,Contract Management,Contract Management,2
DPPP4,EPE East,Critical Thinking,Emotional Intelligence,3
DPPP4,EPE East,Critical Thinking,Critical Thinking,3
DPPP4,EPE East,Customer Orientation,Ownership Accountability,3
DPPP4,EPE East,Decision Making,Subskill 6,3
DPPP4,EPE East,Digital Literacy,On boarding Training Path,3
DPPP4,EPE East,Digital Literacy,On boarding plan - Regional path,3
DPPP4,EPE East,Digital Literacy,MLL/Coursera,3
DPPP4,EPE East,Digital Literacy,Teams/Outlook/M365,3
DPPP4,EPE East,Digital Literacy,Spice+,3
DPPP4,EPE East,Digital Literacy,Folder,3
DPPP4,EPE East,Digital Literacy,SEA,3
DPPP4,EPE East,Digital Literacy,bFO,3
DPPP4,EPE East,Digital Literacy,CPS,3
DPPP4,EPE East,Digital Literacy,Cust Sat tool - SCR/PET,3
DPPP4,EPE East,Digital Literacy,Who's who,3
DPPP4,EPE East,Digital Literacy,Escalation process,3
DPPP4,EPE East,Digital Literacy,PHR,3
DPPP4,EPE East,Digital Literacy,Career Hub,3
DPPP4,EPE East,Digital Literacy,Achievers,3
DPPP4,EPE East,Financial Management,Financial Acumen,2
DPPP4,EPE East,Operational Efficiency,AI learning & mechanics,3
DPPP4,EPE East,Prioritization,Subskill 9,4
DPPP4,EPE East,Project Management,Change Order Management,3
DPPP4,EPE East,Project Management,Technical Support,3
DPPP4,EPE East,Project Management,NB4 Date Management,3
DPPP4,EPE East,Project Management,APM Certification,3
DPPP4,EPE East,Project Management,PMP Certification,3
DPPP4,EPE East,Reporting,Reporting,2
DPPP4,EPE East,Risk Management,Risk Management & Method,3
DPPP4,EPE East,Safety Regulations,Subskill 11,3
DHDP1,EPE East,Adaptability,Subskill 1,2
DHDP1,EPE East,Administrative Knowledge,Subskill 2,3
DHDP1,EPE East,Business Intelligence Tools,Subskill 3,1
DHDP1,EPE East,Communication,Collaboration across BU/Function,2
DHDP1,EPE East,Communication,Responsibility - Customer Centric,2
DHDP1,EPE East,Customer Orientation,Ownership Accountability,2
DHDP1,EPE East,Database Management,Subskill 5,3
DHDP1,EPE East,Digital Literacy,On boarding Training Path,2
DHDP1,EPE East,Digital Literacy,On boarding plan - Regional path,2
DHDP1,EPE East,Digital Literacy,MLL/Coursera,2
DHDP1,EPE East,Digital Literacy,Teams/Outlook/M365,2
DHDP1,EPE East,Digital Literacy,Spice+,2
DHDP1,EPE East,Digital Literacy,Folder,2
DHDP1,EPE East,Digital Literacy,SEA,2
DHDP1,EPE East,Digital Literacy,bFO,2
DHDP1,EPE East,Digital Literacy,CPS,2
DHDP1,EPE East,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP1,EPE East,Digital Literacy,Who's who,2
DHDP1,EPE East,Digital Literacy,Escalation process,2
DHDP1,EPE East,Digital Literacy,PHR,2
DHDP1,EPE East,Digital Literacy,Career Hub,2
DHDP1,EPE East,Digital Literacy,Achievers,2
DHDP1,EPE East,Document Management System,Subskill 7,2
DHDP1,EPE East,Documentation,Subskill 8,2
DHDP1,EPE East,Personal Productivity,Subskill 8,2
DHDP1,EPE East,Project Management,Change Order Management,1
DHDP1,EPE East,Project Management,Technical Support,1
DHDP1,EPE East,Project Management,NB4 Date Management,1
DHDP1,EPE East,Project Management,APM Certification,1
DHDP1,EPE East,Project Management,PMP Certification,1
DHDP1,EPE East,Project Scheduling,Sales Forecast Accuracy,1
DHDP1,EPE East,Quality Assurance,Subskill 10,1
